Line#,Date,"Rain (S-RGF 21246400:21256003-1), mm, PATFA1 (INIAP)","Temperature (S-THC 21246400:21262596-1), *C, PATFA1 (INIAP)","RH (S-THC 21246400:21262596-2), %, PATFA1 (INIAP)","Dew Point (S-THC 21246400:21262596-3), *C, PATFA1 (INIAP)","Wind Speed (S-WSB 21246400:21262656-1), m/s, PATFA1 (INIAP)","Gust Speed (S-WSB 21246400:21262656-2), m/s, PATFA1 (INIAP)","Wind Direction (S-WDA 21246400:21268488-1), *, PATFA1 (INIAP)"
6489,09/04/22 08:05:00,0,20.797,100,20.825,0,0,164
6490,09/04/22 08:10:00,0,20.818,100,20.846,0,0,164
6491,09/04/22 08:15:00,0,20.797,100,20.825,0,0,164
6492,09/04/22 08:20:00,0,20.732,100,20.761,0,0,164
6493,09/04/22 08:25:00,0,20.668,100,20.696,0,0,164
6494,09/04/22 08:30:00,0,20.732,100,20.761,0,0,164
6495,09/04/22 08:35:00,0,20.689,100,20.718,0,0,164
6496,09/04/22 08:40:00,0,20.668,100,20.696,0,0,164
6497,09/04/22 08:45:00,0,20.689,100,20.718,0,0.5,164
6498,09/04/22 08:50:00,0,20.668,100,20.696,0,0,164
6499,09/04/22 08:55:00,0,20.668,100,20.696,0,0.5,164
6500,09/04/22 09:00:00,0,20.689,100,20.718,0,0,164
6501,09/04/22 09:05:00,0,20.647,100,20.675,0,0,164
6502,09/04/22 09:10:00,0,20.668,100,20.696,0,0,164
6503,09/04/22 09:15:00,0,20.668,100,20.696,0,0,164
6504,09/04/22 09:20:00,0,20.647,100,20.675,0,0,164
6505,09/04/22 09:25:00,0,20.647,100,20.675,0,0,164
6506,09/04/22 09:30:00,0,20.689,100,20.718,0,0,164
6507,09/04/22 09:35:00,0,20.711,100,20.739,0,0,164
6508,09/04/22 09:40:00,0,20.754,100,20.782,0,0,164
6509,09/04/22 09:45:00,0,20.797,100,20.825,0,0,164
6510,09/04/22 09:50:00,0,20.732,100,20.761,0,0,164
6511,09/04/22 09:55:00,0,20.818,100,20.846,0,0,164
6512,09/04/22 10:00:00,0,20.861,100,20.889,0,1,293
6513,09/04/22 10:05:00,0,20.818,100,20.846,0,0,316
6514,09/04/22 10:10:00,0,20.84,100,20.868,0,0,316
6515,09/04/22 10:15:00,0,20.797,100,20.825,0,0,316
6516,09/04/22 10:20:00,0,20.797,100,20.825,0,0,316
6517,09/04/22 10:25:00,0,20.797,100,20.825,0,0,316
6518,09/04/22 10:30:00,0,20.775,100,20.803,0,0,316
6519,09/04/22 10:35:00,0,20.775,100,20.803,0,0,316
6520,09/04/22 10:40:00,0,20.797,100,20.825,0,0,316
6521,09/04/22 10:45:00,0,20.797,100,20.825,0,0,316
6522,09/04/22 10:50:00,0,20.775,100,20.803,0,0,316
6523,09/04/22 10:55:00,0,20.775,100,20.803,0,0,316
6524,09/04/22 11:00:00,0,20.797,100,20.825,0,0,316
6525,09/04/22 11:05:00,0,20.818,100,20.846,0,0,316
6526,09/04/22 11:10:00,0,20.818,100,20.846,0,0,316
6527,09/04/22 11:15:00,0,20.84,100,20.868,0,0,316
6528,09/04/22 11:20:00,0,20.818,100,20.846,0,0,316
6529,09/04/22 11:25:00,0,20.861,100,20.889,0,0,316
6530,09/04/22 11:30:00,0,20.861,100,20.889,0,0,316
6531,09/04/22 11:35:00,0,20.818,100,20.846,0,0,316
6532,09/04/22 11:40:00,0,20.84,100,20.868,0,0,316
6533,09/04/22 11:45:00,0,20.861,100,20.889,0,0,316
6534,09/04/22 11:50:00,0,20.84,100,20.868,0,0,316
6535,09/04/22 11:55:00,0,20.882,100,20.911,0,0,316
6536,09/04/22 12:00:00,0,20.925,100,20.954,0,0,316
6537,09/04/22 12:05:00,0,20.925,99.866,20.932,0,0,316
6538,09/04/22 12:10:00,0,20.968,99.962,20.991,0,0,316
6539,09/04/22 12:15:00,0,20.968,100,20.997,0,0,316
6540,09/04/22 12:20:00,0,20.99,100,21.018,0,0,316
6541,09/04/22 12:25:00,0,21.118,100,21.147,0,0,316
6542,09/04/22 12:30:00,0,21.097,99.82,21.096,0,0,316
6543,09/04/22 12:35:00,0,21.14,99.382,21.068,0,0,316
6544,09/04/22 12:40:00,0,21.204,98.837,21.042,0,0,316
6545,09/04/22 12:45:00,0,21.247,98.531,21.034,0,0,316
6546,09/04/22 12:50:00,0,21.397,99.295,21.311,0,0,316
6547,09/04/22 12:55:00,0,21.462,99.002,21.327,0,0,316
6548,09/04/22 13:00:00,0,21.569,99.171,21.462,0,0,316
6549,09/04/22 13:05:00,0,21.569,98.37,21.329,0,0,316
6550,09/04/22 13:10:00,0,21.719,99.007,21.585,0,0,316
6551,09/04/22 13:15:00,0,21.912,97.441,21.517,0,0,316
6552,09/04/22 13:20:00,0,22.169,97.353,21.759,0,0,316
6553,09/04/22 13:25:00,0,22.191,95.642,21.49,0,0,316
6554,09/04/22 13:30:00,0,22.384,95.715,21.695,0,0,316
6555,09/04/22 13:35:00,0,22.577,95.764,21.895,0,0,316
6556,09/04/22 13:40:00,0,22.727,95.27,21.96,0,0,316
6557,09/04/22 13:45:00,0,23.113,93.906,22.107,0,0,316
6558,09/04/22 13:50:00,0,23.413,93.916,22.407,0,0.5,314
6559,09/04/22 13:55:00,0,23.606,93.237,22.479,0,0.5,275
6560,09/04/22 14:00:00,0,24.035,89.566,22.242,0,0.5,274
6561,09/04/22 14:05:00,0,23.95,90.44,22.317,0,1,274
6562,09/04/22 14:10:00,0,24.078,88.994,22.179,0,0.5,272
6563,09/04/22 14:15:00,0,24.121,89.641,22.341,0,1,272
6564,09/04/22 14:20:00,0,24.4,90.323,22.741,0,0.5,272
6565,09/04/22 14:25:00,0,24.4,89.659,22.619,0,0.5,272
6566,09/04/22 14:30:00,0,24.679,89.815,22.924,0,0.5,272
6567,09/04/22 14:35:00,0,24.4,90.262,22.73,0,1.5,205
6568,09/04/22 14:40:00,0,24.378,91.174,22.875,0,1,180
6569,09/04/22 14:45:00,0,24.421,88.121,22.355,0,1,185
6570,09/04/22 14:50:00,0,24.572,90.382,22.922,0,0,232
6571,09/04/22 14:55:00,0,24.657,87.584,22.487,0,1.5,241
6572,09/04/22 15:00:00,0,24.486,87.091,22.225,0,1,271
6573,09/04/22 15:05:00,0,24.25,88.994,22.348,0.5,2,264
6574,09/04/22 15:10:00,0,24.207,89.187,22.342,0.5,1.5,270
6575,09/04/22 15:15:00,0,24.357,89.957,22.632,0,1,253
6576,09/04/22 15:20:00,0,24.55,88.28,22.512,0,1,225
6577,09/04/22 15:25:00,0,24.743,88.075,22.664,0,1,240
6578,09/04/22 15:30:00,0,24.979,88.46,22.968,0,0,223
6579,09/04/22 15:35:00,0,24.85,86.764,22.522,0,1,241
6580,09/04/22 15:40:00,0,24.378,90.344,22.724,0.5,2,263
6581,09/04/22 15:45:00,0,24.593,88.501,22.595,0,2,257
6582,09/04/22 15:50:00,0,24.765,87.758,22.625,0,1.5,213
6583,09/04/22 15:55:00,0,24.7,87.778,22.566,0,1,185
6584,09/04/22 16:00:00,0,24.829,87.959,22.727,0,1,234
6585,09/04/22 16:05:00,0,24.765,86.624,22.411,0,1.5,220
6586,09/04/22 16:10:00,0,24.743,87.736,22.6,0,1.5,175
6587,09/04/22 16:15:00,0,24.722,86.688,22.381,0,1.5,171
6588,09/04/22 16:20:00,0,24.722,87.846,22.6,0.5,1.5,173
6589,09/04/22 16:25:00,0,24.979,84.335,22.18,0,1,173
6590,09/04/22 16:30:00,0,25.322,84.324,22.515,0,1.5,173
6591,09/04/22 16:35:00,0,25.901,84.367,23.091,0,1,170
6592,09/04/22 16:40:00,0,26.073,83.148,23.017,0,1,168
6593,09/04/22 16:45:00,0,26.588,80.676,23.02,0,0.5,167
6594,09/04/22 16:50:00,0,27.467,80.163,23.771,0,0.5,167
6595,09/04/22 16:55:00,0,27.059,79.49,23.234,0,1,190
6596,09/04/22 17:00:00,0,27.338,77.595,23.105,0,1,220
6597,09/04/22 17:05:00,0,27.317,76.117,22.766,0,1.5,198
6598,09/04/22 17:10:00,0,28.11,73.433,22.938,0,1.5,184
6599,09/04/22 17:15:00,0,28.454,71.644,22.86,0,1,185
6600,09/04/22 17:20:00,0,28.025,72.631,22.674,0,1,184
6601,09/04/22 17:25:00,0,28.11,74.519,23.181,0.5,1.5,175
6602,09/04/22 17:30:00,0,28.539,71.685,22.952,0.5,2,167
6603,09/04/22 17:35:00,0,28.968,68.273,22.556,0,1.5,257
6604,09/04/22 17:40:00,0,29.397,68.96,23.131,0,1.5,232
6605,09/04/22 17:45:00,0,29.462,69.511,23.325,0.5,1.5,173
6606,09/04/22 17:50:00,0,29.483,70.289,23.53,0.5,1.5,212
6607,09/04/22 17:55:00,0,29.698,69.291,23.497,0.5,2,168
6608,09/04/22 18:00:00,0,30.341,66.778,23.497,0,1,177
6609,09/04/22 18:05:00,0,30.384,65.325,23.172,0.5,2,288
6610,09/04/22 18:10:00,0,30.384,65.971,23.335,0.5,1.5,303
6611,09/04/22 18:15:00,0,29.912,68.655,23.549,0.5,3,263
6612,09/04/22 18:20:00,0,30.62,64.703,23.237,0.5,2.5,277
6613,09/04/22 18:25:00,0,30.598,64.007,23.038,0,2,289
6614,09/04/22 18:30:00,0,29.934,68.458,23.522,0.5,2,289
6615,09/04/22 18:35:00,0,29.955,67.958,23.42,1,3,264
6616,09/04/22 18:40:00,0,30.684,68.009,24.128,0.5,2.5,274
6617,09/04/22 18:45:00,0,30.877,67.72,24.24,0.5,2,272
6618,09/04/22 18:50:00,0,30.384,66.799,23.543,0,2,267
6619,09/04/22 18:55:00,0,30.169,70.417,24.217,0,1.5,270
6620,09/04/22 19:00:00,0,30.234,66.572,23.343,0.5,1.5,307
6621,09/04/22 19:05:00,0,29.762,71.167,24.004,0.5,2,199
6622,09/04/22 19:10:00,0,30.234,70.246,24.238,0,1,240
6623,09/04/22 19:15:00,0,29.783,71.635,24.134,0,1.5,202
6624,09/04/22 19:20:00,0,29.719,71.592,24.062,0,2,251
6625,09/04/22 19:25:00,0,30.47,70.454,24.513,0,1.5,188
6626,09/04/22 19:30:00,0,30.427,69.921,24.345,0,2,282
6627,09/04/22 19:35:00,0,30.277,69.244,24.039,0.5,2,288
6628,09/04/22 19:40:00,0,30.92,69.502,24.716,0.5,2,257
6629,09/04/22 19:45:00,0,31.628,67.195,24.824,0,1.5,270
6630,09/04/22 19:50:00,0,31.242,64.709,23.828,0,1.5,282
6631,09/04/22 19:55:00,0,31.306,64.727,23.893,0,0.5,288
6632,09/04/22 20:00:00,0,31.521,62.345,23.472,0,1.5,288
6633,09/04/22 20:05:00,0,31.435,60.96,23.018,0,1,288
6634,09/04/22 20:10:00,0,31.392,64.302,23.864,0,1,288
6635,09/04/22 20:15:00,0,31.692,61.527,23.414,0,1,292
6636,09/04/22 20:20:00,0,31.714,59.512,22.882,0,1.5,298
6637,09/04/22 20:25:00,0,31.864,59.408,22.994,0,1,298
6638,09/04/22 20:30:00,0,31.928,61.399,23.601,0,1,298
6639,09/04/22 20:35:00,0,31.992,60.006,23.28,0,1,303
6640,09/04/22 20:40:00,0,31.864,58.244,22.667,0,2,291
6641,09/04/22 20:45:00,0,31.95,57.137,22.43,0,0.5,288
6642,09/04/22 20:50:00,0,32.078,59.477,23.214,0,1,277
6643,09/04/22 20:55:00,0,31.778,59.998,23.077,0,1.5,163
6644,09/04/22 21:00:00,0,31.306,63.284,23.518,0,1,164
6645,09/04/22 21:05:00,0,31.521,59.275,22.635,0,1,164
6646,09/04/22 21:10:00,0,31.821,57.659,22.46,0,0.5,164
6647,09/04/22 21:15:00,0,31.413,58.454,22.305,0,1,202
6648,09/04/22 21:20:00,0,31.285,60.111,22.646,0.5,2,174
6649,09/04/22 21:25:00,0,31.006,61.723,22.821,0.5,2,166
6650,09/04/22 21:30:00,0,30.555,59.907,21.906,0,1.5,167
6651,09/04/22 21:35:00,0,30.234,61.027,21.908,0,1.5,166
6652,09/04/22 21:40:00,0,29.891,62.405,21.951,0.5,1.5,166
6653,09/04/22 21:45:00,0,29.397,65.039,22.164,0.5,2,167
6654,09/04/22 21:50:00,0,28.947,70.065,22.964,0,1.5,168
6655,09/04/22 21:55:00,0,28.561,69.749,22.52,0.5,2.5,168
6656,09/04/22 22:00:00,0,28.303,67.601,21.76,1,3,167
6657,09/04/22 22:05:00,0,28.068,68.453,21.74,0.5,2.5,167
6658,09/04/22 22:10:00,0,27.939,69.592,21.888,0.5,2,167
6659,09/04/22 22:15:00,0,27.789,71.081,22.092,0,3,167
6660,09/04/22 22:20:00,0,27.059,74.934,22.259,1,4,173
6661,09/04/22 22:25:00,0,25.858,80.639,22.302,2.5,5.5,146
6662,09/04/22 22:30:00,0,24.979,84.219,22.158,2,4,154
6663,09/04/22 22:35:00,0,24.55,86.871,22.247,1.5,4,159
6664,09/04/22 22:40:00,0,24.228,87.163,21.985,1,3.5,147
6665,09/04/22 22:45:00,0,24.014,88.006,21.932,2,5,157
6666,09/04/22 22:50:00,0,23.864,88.231,21.826,1.5,4,161
6667,09/04/22 22:55:00,0,23.821,88.588,21.85,1.5,4,160
6668,09/04/22 23:00:00,0,23.757,88.023,21.682,1,3,159
6669,09/04/22 23:05:00,0,23.606,87.86,21.503,1.5,3,156
6670,09/04/22 23:10:00,0,23.499,88.756,21.564,1,3,153
6671,09/04/22 23:15:00,0,23.413,89.398,21.597,1,3,159
6672,09/04/22 23:20:00,0,23.285,89.172,21.429,0.5,2.5,152
6673,09/04/22 23:25:00,0,23.199,89.842,21.466,0,1.5,139
6674,09/04/22 23:30:00,0,23.22,90.387,21.587,0,2,149
6675,09/04/22 23:35:00,0,23.177,89.888,21.454,0,1.5,129
6676,09/04/22 23:40:00,0,23.177,90.628,21.588,0,1,121
6677,09/04/22 23:45:00,0,23.177,90.35,21.537,0,0.5,119
6678,09/04/22 23:50:00,0,23.177,91.385,21.724,0,0,119
6679,09/04/22 23:55:00,0,23.177,91.022,21.659,0,0.5,119
6680,09/05/22 00:00:00,0,23.092,91.392,21.64,0,0.5,119
6681,09/05/22 00:05:00,0,23.07,91.795,21.691,0,0.5,119
6682,09/05/22 00:10:00,0,23.07,91.937,21.717,0,0,119
6683,09/05/22 00:15:00,0,22.963,92.399,21.692,0,0,119
6684,09/05/22 00:20:00,0,22.963,92.825,21.768,0,0,119
6685,09/05/22 00:25:00,0,22.941,93.307,21.832,0,0,119
6686,09/05/22 00:30:00,0,23.006,93.765,21.976,0,0,119
6687,09/05/22 00:35:00,0,22.92,93.841,21.904,0,0,119
6688,09/05/22 00:40:00,0,22.984,93.278,21.869,0,0,119
6689,09/05/22 00:45:00,0,22.92,93.182,21.788,0,0,119
6690,09/05/22 00:50:00,0,22.92,94.621,22.04,0,0,119
6691,09/05/22 00:55:00,0,22.877,95.1,22.08,0,0,119
6692,09/05/22 01:00:00,0,22.856,94.937,22.031,0,0,119
6693,09/05/22 01:05:00,0,22.877,95.967,22.229,0,0,119
6694,09/05/22 01:10:00,0,22.834,96.016,22.195,0,0,119
6695,09/05/22 01:15:00,0,22.813,96.498,22.256,0,0,119
6696,09/05/22 01:20:00,0,22.748,95.605,22.039,0,0,119
6697,09/05/22 01:25:00,0,22.706,96.231,22.104,0,0,119
6698,09/05/22 01:30:00,0,22.706,96.725,22.188,0,0.5,119
6699,09/05/22 01:35:00,0,22.727,95.892,22.067,0,0,119
6700,09/05/22 01:40:00,0,22.748,95.416,22.007,0,1.5,223
6701,09/05/22 01:45:00,0,22.706,95.738,22.019,0,1.5,261
6702,09/05/22 01:50:00,0,22.748,95.047,21.943,0.5,2,265
6703,09/05/22 01:55:00,0,22.77,94.711,21.906,0,1,261
6704,09/05/22 02:00:00,0,22.77,94.675,21.9,0,1,258
6705,09/05/22 02:05:00,0,22.748,94.963,21.928,0,0.5,258
6706,09/05/22 02:10:00,0,22.706,95.288,21.942,0,1,258
6707,09/05/22 02:15:00,0,22.663,95.587,21.951,0,0,258
6708,09/05/22 02:20:00,0,22.663,95.956,22.014,0,0,258
6709,09/05/22 02:25:00,0,22.62,96.063,21.989,0,0,258
6710,09/05/22 02:30:00,0,22.663,95.28,21.898,0,0.5,258
6711,09/05/22 02:35:00,0,22.641,95.439,21.904,0,0.5,258
6712,09/05/22 02:40:00,0,22.534,95.688,21.84,0,0,258
6713,09/05/22 02:45:00,0,22.427,96.374,21.85,0,0,258
6714,09/05/22 02:50:00,0,22.427,96.391,21.853,0,0,258
6715,09/05/22 02:55:00,0,22.362,96.37,21.785,0,0,258
6716,09/05/22 03:00:00,0,22.277,96.718,21.759,0,0,258
6717,09/05/22 03:05:00,0,22.148,97.858,21.823,0,0,258
6718,09/05/22 03:10:00,0,22.041,98.073,21.751,0,0,258
6719,09/05/22 03:15:00,0,21.955,98.076,21.666,0,0,258
6720,09/05/22 03:20:00,0,21.912,98.392,21.676,0,0,258
6721,09/05/22 03:25:00,0,21.869,98.946,21.725,0,0,258
6722,09/05/22 03:30:00,0,21.891,99.266,21.8,0,0,258
6723,09/05/22 03:35:00,0,21.912,99.449,21.851,0,0,258
6724,09/05/22 03:40:00,0,21.955,99.078,21.833,0,0,258
6725,09/05/22 03:45:00,0,21.955,98.575,21.749,0,0,258
6726,09/05/22 03:50:00,0,21.976,98.506,21.759,0,0,258
6727,09/05/22 03:55:00,0,21.955,98.383,21.717,0,0,258
6728,09/05/22 04:00:00,0,21.912,98.671,21.722,0,0,258
6729,09/05/22 04:05:00,0,21.869,98.941,21.724,0,0,258
6730,09/05/22 04:10:00,0,21.783,99.129,21.67,0,0,258
6731,09/05/22 04:15:00,0,21.762,99.226,21.664,0,0,258
6732,09/05/22 04:20:00,0,21.826,99.609,21.792,0,0,258
6733,09/05/22 04:25:00,0,21.912,99.391,21.842,0,0,258
6734,09/05/22 04:30:00,0,21.912,99.513,21.862,0,0,258
6735,09/05/22 04:35:00,0,21.912,99.545,21.867,0,0,258
6736,09/05/22 04:40:00,0,21.955,99.449,21.894,0,0,258
6737,09/05/22 04:45:00,0,21.976,99.38,21.904,0,0,258
6738,09/05/22 04:50:00,0,21.976,99.373,21.903,0,0,258
6739,09/05/22 04:55:00,0,21.976,99.139,21.865,0,0,258
6740,09/05/22 05:00:00,0,22.041,98.762,21.866,0,0,258
6741,09/05/22 05:05:00,0,22.062,98.64,21.868,0,0,258
6742,09/05/22 05:10:00,0,22.062,98.755,21.887,0,0,258
6743,09/05/22 05:15:00,0,22.084,98.599,21.882,0,0,258
6744,09/05/22 05:20:00,0,22.084,98.878,21.929,0,0,258
6745,09/05/22 05:25:00,0,22.169,98.621,21.971,0,0,258
6746,09/05/22 05:30:00,0,22.191,98.421,21.96,0,0,258
6747,09/05/22 05:35:00,0,22.234,98.378,21.995,0,0,258
6748,09/05/22 05:40:00,0,22.212,98.691,22.026,0,0,258
6749,09/05/22 05:45:00,0,22.148,98.961,22.007,0,0,258
6750,09/05/22 05:50:00,0,22.148,99.298,22.062,0,0,258
6751,09/05/22 05:55:00,0,22.126,99.481,22.071,0,0,258
6752,09/05/22 06:00:00,0,22.105,99.213,22.005,0,0,258
6753,09/05/22 06:05:00,0,22.126,99.272,22.037,0,0,258
6754,09/05/22 06:10:00,0,22.126,99.399,22.058,0,0,258
6755,09/05/22 06:15:00,0,22.126,99.263,22.035,0,0,258
6756,09/05/22 06:20:00,0,22.126,99.326,22.046,0,0,258
6757,09/05/22 06:25:00,0,22.148,99.184,22.044,0,0,258
6758,09/05/22 06:30:00,0,22.148,99.318,22.066,0,0,258
6759,09/05/22 06:35:00,0,22.169,99.107,22.052,0,0,258
6760,09/05/22 06:40:00,0,22.169,99.29,22.083,0,0,258
6761,09/05/22 06:45:00,0,22.105,99.55,22.061,0,0.5,258
6762,09/05/22 06:50:00,0,22.105,99.197,22.003,0,0,257
6763,09/05/22 06:55:00,0,22.062,99.341,21.984,0,0.5,257
6764,09/05/22 07:00:00,0,22.062,99.355,21.986,0,0,257
6765,09/05/22 07:05:00,0,22.062,99.538,22.016,0,0.5,257
6766,09/05/22 07:10:00,0,22.019,99.446,21.958,0,0,257
6767,09/05/22 07:15:00,0,22.019,99.348,21.942,0,0.5,257
6768,09/05/22 07:20:00,0,22.041,99.579,22.002,0,0,257
6769,09/05/22 07:25:00,0,22.062,99.477,22.006,0,0,257
6770,09/05/22 07:30:00,0,22.041,99.304,21.956,0,0,257
6771,09/05/22 07:35:00,0,22.041,99.336,21.961,0,0,257
6772,09/05/22 07:40:00,0,22.062,99.403,21.994,0,0,257
6773,09/05/22 07:45:00,0,22.062,99.675,22.039,0,0,257
6774,09/05/22 07:50:00,0,22.084,99.707,22.066,0,0,257
6775,09/05/22 07:55:00,0,22.019,99.744,22.007,0,0,257
6776,09/05/22 08:00:00,0,22.019,99.806,22.018,0,0,257
6777,09/05/22 08:05:00,0,22.041,99.976,22.067,0,0,257
6778,09/05/22 08:10:00,0,22.062,99.84,22.066,0,0,257
6779,09/05/22 08:15:00,0,22.019,99.82,22.02,0,0,257
6780,09/05/22 08:20:00,0,21.998,99.916,22.014,0,0,257
6781,09/05/22 08:25:00,0,22.019,100,22.049,0,0.5,257
6782,09/05/22 08:30:00,0,21.998,99.893,22.01,0,0,257
6783,09/05/22 08:35:00,0,22.019,100,22.049,0,0,257
6784,09/05/22 08:40:00,0.2,21.998,100,22.028,0,0,257
6785,09/05/22 08:45:00,0,21.998,100,22.028,0,0,257
6786,09/05/22 08:50:00,0,21.998,100,22.028,0,0,257
6787,09/05/22 08:55:00,0,22.019,100,22.049,0,0,257
6788,09/05/22 09:00:00,0,21.976,100,22.006,0,0,257
6789,09/05/22 09:05:00,0,21.998,100,22.028,0,0,257
6790,09/05/22 09:10:00,0,21.955,100,21.985,0,0,257
6791,09/05/22 09:15:00,0,22.019,100,22.049,0,0,257
6792,09/05/22 09:20:00,0,22.019,100,22.049,0,0,257
6793,09/05/22 09:25:00,0,21.998,100,22.028,0,0,257
6794,09/05/22 09:30:00,0,21.955,100,21.985,0,0,257
6795,09/05/22 09:35:00,0,21.933,100,21.964,0,0,257
6796,09/05/22 09:40:00,0,21.955,100,21.985,0,0,257
6797,09/05/22 09:45:00,0,21.976,100,22.006,0,0,257
6798,09/05/22 09:50:00,0,21.976,100,22.006,0,0.5,257
6799,09/05/22 09:55:00,0,21.998,100,22.028,0,0.5,257
6800,09/05/22 10:00:00,0,22.062,100,22.092,0,0,257
6801,09/05/22 10:05:00,0,22.019,100,22.049,0,0,257
6802,09/05/22 10:10:00,0,22.041,100,22.071,0,0,257
6803,09/05/22 10:15:00,0,22.019,100,22.049,0,0,257
6804,09/05/22 10:20:00,0,22.041,100,22.071,0,0,257
6805,09/05/22 10:25:00,0,22.019,100,22.049,0,0,257
6806,09/05/22 10:30:00,0,22.062,100,22.092,0,0,257
6807,09/05/22 10:35:00,0,22.041,100,22.071,0,0,257
6808,09/05/22 10:40:00,0,22.019,100,22.049,0,0,257
6809,09/05/22 10:45:00,0,22.019,100,22.049,0,0,257
6810,09/05/22 10:50:00,0,21.998,100,22.028,0,0,257
6811,09/05/22 10:55:00,0,21.955,100,21.985,0,0,257
6812,09/05/22 11:00:00,0,21.912,100,21.942,0,0,257
6813,09/05/22 11:05:00,0,21.869,100,21.899,0,0,257
6814,09/05/22 11:10:00,0,21.805,100,21.835,0,0,257
6815,09/05/22 11:15:00,0,21.848,100,21.878,0,0,257
6816,09/05/22 11:20:00,0,21.891,100,21.921,0,0,257
6817,09/05/22 11:25:00,0,21.891,100,21.921,0,0,257
6818,09/05/22 11:30:00,0,21.869,100,21.899,0,0,257
6819,09/05/22 11:35:00,0,21.848,100,21.878,0,0,257
6820,09/05/22 11:40:00,0,21.869,100,21.899,0,0,257
6821,09/05/22 11:45:00,0,21.933,100,21.964,0,0,257
6822,09/05/22 11:50:00,0,21.976,100,22.006,0,0,257
6823,09/05/22 11:55:00,0,22.062,100,22.092,0,0,257
6824,09/05/22 12:00:00,0,22.148,100,22.178,0,0,257
6825,09/05/22 12:05:00,0,22.298,100,22.329,0,0,257
6826,09/05/22 12:10:00,0,22.384,99.103,22.266,0,0,258
6827,09/05/22 12:15:00,0,22.534,98.851,22.374,0,0.5,260
6828,09/05/22 12:20:00,0,22.684,97.673,22.327,0,0,260
6829,09/05/22 12:25:00,0,22.748,97.165,22.305,0,0,260
6830,09/05/22 12:30:00,0,22.727,95.92,22.072,0,0,260
6831,09/05/22 12:35:00,0,22.641,96.995,22.17,0,0,260
6832,09/05/22 12:40:00,0,22.663,98.236,22.4,0,0,260
6833,09/05/22 12:45:00,0,22.641,98.135,22.362,0,0,260
6834,09/05/22 12:50:00,0,22.598,98.819,22.433,0,0,260
6835,09/05/22 12:55:00,0,22.641,98.842,22.48,0,0,260
6836,09/05/22 13:00:00,0,22.727,97.913,22.41,0,0,260
6837,09/05/22 13:05:00,0,22.748,98.503,22.531,0,0,260
6838,09/05/22 13:10:00,0,22.77,98.227,22.506,0,0,260
6839,09/05/22 13:15:00,0,22.899,98.068,22.608,0,0,260
6840,09/05/22 13:20:00,0,23.092,96.576,22.547,0,0.5,260
6841,09/05/22 13:25:00,0,23.435,95.367,22.681,0,1,260
6842,09/05/22 13:30:00,0,23.778,93.686,22.729,0,0.5,260
6843,09/05/22 13:35:00,0,24.014,91.087,22.498,0,0.5,257
6844,09/05/22 13:40:00,0,24.936,91.273,23.445,0,0,256
6845,09/05/22 13:45:00,0,24.979,88.659,23.006,0,0.5,256
6846,09/05/22 13:50:00,0,25.322,86.436,22.923,0,1.5,268
6847,09/05/22 13:55:00,0,25.601,85.011,22.922,0,0.5,70
6848,09/05/22 14:00:00,0,26.33,84.77,23.59,0,0,70
6849,09/05/22 14:05:00,0,26.824,80.896,23.295,0,0,70
6850,09/05/22 14:10:00,0,26.781,80.783,23.23,0,1,72
6851,09/05/22 14:15:00,0,26.931,79.629,23.138,0,1,17
6852,09/05/22 14:20:00,0,27.574,78.863,23.603,0,0.5,331
6853,09/05/22 14:25:00,0,27.51,79.615,23.699,0,1,343
6854,09/05/22 14:30:00,0,27.467,78.14,23.346,0,1,340
6855,09/05/22 14:35:00,0,26.974,79.106,23.071,0,1,154
6856,09/05/22 14:40:00,0,26.845,79.673,23.064,0,1.5,156
6857,09/05/22 14:45:00,0,27.167,78.956,23.227,0,1.5,232
6858,09/05/22 14:50:00,0,26.888,81.422,23.466,0,1,271
6859,09/05/22 14:55:00,0,26.995,78.833,23.034,0,1,268
6860,09/05/22 15:00:00,0,26.995,78.524,22.969,0,1,187
6861,09/05/22 15:05:00,0,26.802,79.515,22.989,0,1,187
6862,09/05/22 15:10:00,0,27.081,82.275,23.828,0,1.5,149
6863,09/05/22 15:15:00,0,27.253,76.725,22.835,0,1.5,150
6864,09/05/22 15:20:00,0,27.145,76.716,22.73,0,1.5,154
6865,09/05/22 15:25:00,0,27.295,77.343,23.01,0,1.5,195
6866,09/05/22 15:30:00,0,27.274,76.764,22.864,0.5,1.5,170
6867,09/05/22 15:35:00,0,27.424,76.466,22.945,0,1,160
6868,09/05/22 15:40:00,0,27.295,77.893,23.127,0,1.5,157
6869,09/05/22 15:45:00,0,27.167,77.523,22.923,0,1.5,157
6870,09/05/22 15:50:00,0,27.081,79.643,23.287,0,1.5,166
6871,09/05/22 15:55:00,0,27.124,77.224,22.818,0,1.5,199
6872,09/05/22 16:00:00,0,27.617,79.289,23.734,0,1.5,187
6873,09/05/22 16:05:00,0,27.81,78.343,23.722,0,1,223
6874,09/05/22 16:10:00,0,28.132,75.628,23.447,0,2,264
6875,09/05/22 16:15:00,0,28.153,74.879,23.303,0,1.5,164
6876,09/05/22 16:20:00,0,28.282,76.144,23.705,0,1.5,166
6877,09/05/22 16:25:00,0,28.303,72.439,22.898,0.5,2,173
6878,09/05/22 16:30:00,0,28.025,75.1,23.227,0.5,2.5,234
