Line#,Date,"Rain (S-RGF 21246400:21256003-1), mm, PATFA1 (INIAP)","Temperature (S-THC 21246400:21262596-1), *C, PATFA1 (INIAP)","RH (S-THC 21246400:21262596-2), %, PATFA1 (INIAP)","Dew Point (S-THC 21246400:21262596-3), *C, PATFA1 (INIAP)","Wind Speed (S-WSB 21246400:21262656-1), m/s, PATFA1 (INIAP)","Gust Speed (S-WSB 21246400:21262656-2), m/s, PATFA1 (INIAP)","Wind Direction (S-WDA 21246400:21268488-1), *, PATFA1 (INIAP)"
20803,10/24/22 00:55:00,0,24.336,96.031,23.694,0,0,102
20804,10/24/22 01:00:00,0,24.314,96.091,23.683,0,0,102
20805,10/24/22 01:05:00,0,24.357,96.474,23.792,0,0,102
20806,10/24/22 01:10:00,0,24.336,95.807,23.655,0,0,102
20807,10/24/22 01:15:00,0,24.4,96.191,23.786,0,0,102
20808,10/24/22 01:20:00,0,24.4,95.979,23.749,0,0,102
20809,10/24/22 01:25:00,0,24.443,95.546,23.716,0,0,102
20810,10/24/22 01:30:00,0,24.507,95.624,23.794,0,0,102
20811,10/24/22 01:35:00,0,24.529,95.683,23.826,0,0,102
20812,10/24/22 01:40:00,0,24.55,95.61,23.834,0,0,102
20813,10/24/22 01:45:00,0,24.529,96.434,23.956,0,0,102
20814,10/24/22 01:50:00,0,24.4,96.416,23.824,0,0,102
20815,10/24/22 01:55:00,0,24.378,96.635,23.841,0,0,102
20816,10/24/22 02:00:00,0,24.378,97.032,23.909,0,0,102
20817,10/24/22 02:05:00,0,24.4,96.805,23.891,0,0,102
20818,10/24/22 02:10:00,0,24.421,96.493,23.859,0,0,102
20819,10/24/22 02:15:00,0,24.464,95.93,23.804,0,0,102
20820,10/24/22 02:20:00,0,24.464,96.146,23.842,0,0,102
20821,10/24/22 02:25:00,0,24.443,96.191,23.828,0,0,102
20822,10/24/22 02:30:00,0,24.443,95.578,23.722,0,0,102
20823,10/24/22 02:35:00,0.2,24.443,95.32,23.677,0,0,102
20824,10/24/22 02:40:00,0,24.421,96.46,23.853,0,0,102
20825,10/24/22 02:45:00,0,24.378,96.713,23.854,0,0,102
20826,10/24/22 02:50:00,0,24.378,96.873,23.882,0,0,102
20827,10/24/22 02:55:00,0,24.378,97.082,23.918,0,0,102
20828,10/24/22 03:00:00,0,24.314,96.805,23.806,0,0,102
20829,10/24/22 03:05:00,0,24.25,95.92,23.589,0,0,102
20830,10/24/22 03:10:00,0,24.271,95.879,23.603,0,0,102
20831,10/24/22 03:15:00,0,24.25,96.068,23.615,0,0,102
20832,10/24/22 03:20:00,0,24.164,95.106,23.362,0,0.5,161
20833,10/24/22 03:25:00,0,24.121,95.045,23.309,0,0,263
20834,10/24/22 03:30:00,0,24.057,94.675,23.18,0,0,263
20835,10/24/22 03:35:00,0,24.014,95.476,23.277,0,0,263
20836,10/24/22 03:40:00,0,23.907,95.608,23.193,0,0,263
20837,10/24/22 03:45:00,0,23.95,96.201,23.338,0,0,263
20838,10/24/22 03:50:00,0,23.907,96.004,23.262,0,0,263
20839,10/24/22 03:55:00,0,23.95,95.486,23.215,0,0,263
20840,10/24/22 04:00:00,0,23.95,95.077,23.143,0,0,263
20841,10/24/22 04:05:00,0,23.95,94.469,23.037,0,0,263
20842,10/24/22 04:10:00,0,23.928,94.656,23.049,0,0,263
20843,10/24/22 04:15:00,0,23.928,95.068,23.121,0,0,263
20844,10/24/22 04:20:00,0,23.907,95.668,23.203,0,0,263
20845,10/24/22 04:25:00,0,23.907,95.814,23.229,0,0,263
20846,10/24/22 04:30:00,0,23.864,95.521,23.135,0,0,263
20847,10/24/22 04:35:00,0,23.842,95.29,23.074,0,0,263
20848,10/24/22 04:40:00,0,23.842,95.215,23.061,0,0,263
20849,10/24/22 04:45:00,0,23.864,95.879,23.197,0,0.5,263
20850,10/24/22 04:50:00,0,23.821,95.166,23.031,0,0.5,263
20851,10/24/22 04:55:00,0,23.928,93.82,22.902,0,1,270
20852,10/24/22 05:00:00,0,23.864,93.825,22.839,0,1,305
20853,10/24/22 05:05:00,0,23.885,94.42,22.965,0,1,264
20854,10/24/22 05:10:00,0,23.821,93.948,22.818,0,1.5,260
20855,10/24/22 05:15:00,0,23.799,94.301,22.858,0,0,260
20856,10/24/22 05:20:00,0,23.735,93.761,22.699,0,1,260
20857,10/24/22 05:25:00,0,23.692,93.082,22.537,0,1,279
20858,10/24/22 05:30:00,0,23.671,93.471,22.584,0,0,300
20859,10/24/22 05:35:00,0,23.671,94.031,22.683,0,0,300
20860,10/24/22 05:40:00,0,23.585,94.313,22.647,0,0,300
20861,10/24/22 05:45:00,0,23.499,93.669,22.449,0,0.5,302
20862,10/24/22 05:50:00,0,23.456,94.176,22.495,0,1,292
20863,10/24/22 05:55:00,0,23.37,94.047,22.388,0,0,278
20864,10/24/22 06:00:00,0,23.37,94.647,22.492,0,0,278
20865,10/24/22 06:05:00,0,23.285,94.144,22.319,0,0.5,278
20866,10/24/22 06:10:00,0,23.199,93.883,22.188,0,0.5,277
20867,10/24/22 06:15:00,0,23.177,94.354,22.249,0,0,271
20868,10/24/22 06:20:00,0,23.135,94.313,22.199,0,0.5,271
20869,10/24/22 06:25:00,0,23.092,94.473,22.185,0,0.5,272
20870,10/24/22 06:30:00,0,23.092,94.656,22.217,0,0,272
20871,10/24/22 06:35:00,0,23.07,94.867,22.232,0,1,275
20872,10/24/22 06:40:00,0,23.049,94.858,22.209,0,1,274
20873,10/24/22 06:45:00,0,23.027,94.249,22.082,0,0,275
20874,10/24/22 06:50:00,0,22.984,94.557,22.093,0,0,275
20875,10/24/22 06:55:00,0,22.941,94.388,22.021,0,0.5,275
20876,10/24/22 07:00:00,0,22.963,94.351,22.036,0,0,277
20877,10/24/22 07:05:00,0,22.92,94.437,22.008,0,0,277
20878,10/24/22 07:10:00,0,22.899,94.597,22.014,0,1,274
20879,10/24/22 07:15:00,0,22.748,94.794,21.899,0,1,265
20880,10/24/22 07:20:00,0,22.748,94.89,21.916,0,0,265
20881,10/24/22 07:25:00,0,22.727,94.688,21.86,0,0.5,265
20882,10/24/22 07:30:00,0,22.727,94.736,21.868,0,0,265
20883,10/24/22 07:35:00,0,22.77,94.601,21.887,0,0,265
20884,10/24/22 07:40:00,0,22.77,94.963,21.95,0,0,265
20885,10/24/22 07:45:00,0,22.791,94.047,21.812,0,0,265
20886,10/24/22 07:50:00,0,22.856,94.281,21.917,0,0,265
20887,10/24/22 07:55:00,0,22.856,94.342,21.927,0,0,265
20888,10/24/22 08:00:00,0,22.856,94.086,21.883,0,0,265
20889,10/24/22 08:05:00,0,22.877,93.704,21.837,0,0,265
20890,10/24/22 08:10:00,0,22.834,93.516,21.762,0,0,265
20891,10/24/22 08:15:00,0,22.856,93.834,21.839,0,0,265
20892,10/24/22 08:20:00,0,22.856,93.651,21.807,0,0,265
20893,10/24/22 08:25:00,0,22.834,93.491,21.757,0,0,265
20894,10/24/22 08:30:00,0,22.813,93.1,21.667,0,0,265
20895,10/24/22 08:35:00,0,22.77,93.21,21.644,0,0,270
20896,10/24/22 08:40:00,0,22.727,93.582,21.667,0,0,272
20897,10/24/22 08:45:00,0,22.706,93.857,21.694,0,0,272
20898,10/24/22 08:50:00,0,22.641,93.788,21.618,0,0,272
20899,10/24/22 08:55:00,0,22.663,94.061,21.687,0,0,271
20900,10/24/22 09:00:00,0,22.62,94.617,21.74,0,0,270
20901,10/24/22 09:05:00,0,22.62,95.331,21.864,0,0,270
20902,10/24/22 09:10:00,0,22.577,95.402,21.833,0,0,270
20903,10/24/22 09:15:00,0,22.513,95.315,21.754,0,0,270
20904,10/24/22 09:20:00,0,22.513,95.669,21.815,0,0,270
20905,10/24/22 09:25:00,0,22.491,96.086,21.865,0,0,270
20906,10/24/22 09:30:00,0,22.491,96.002,21.851,0,0,270
20907,10/24/22 09:35:00,0,22.448,96.379,21.872,0,0,270
20908,10/24/22 09:40:00,0,22.491,96.53,21.941,0,0,270
20909,10/24/22 09:45:00,0,22.47,96.593,21.93,0,0,270
20910,10/24/22 09:50:00,0,22.47,96.469,21.909,0,0,270
20911,10/24/22 09:55:00,0,22.448,96.869,21.956,0,0,270
20912,10/24/22 10:00:00,0,22.427,97.137,21.98,0,0,270
20913,10/24/22 10:05:00,0,22.427,97.409,22.026,0,0,270
20914,10/24/22 10:10:00,0,22.427,97.588,22.056,0,0,270
20915,10/24/22 10:15:00,0,22.405,97.743,22.06,0,0,270
20916,10/24/22 10:20:00,0,22.362,97.847,22.035,0,0,270
20917,10/24/22 10:25:00,0,22.319,98.135,22.04,0,0,270
20918,10/24/22 10:30:00,0,22.341,97.794,22.005,0,0,270
20919,10/24/22 10:35:00,0,22.319,97.792,21.983,0,0,270
20920,10/24/22 10:40:00,0,22.341,97.559,21.965,0,0,270
20921,10/24/22 10:45:00,0,22.319,97.56,21.944,0,0,270
20922,10/24/22 10:50:00,0,22.319,97.627,21.955,0,0,270
20923,10/24/22 10:55:00,0,22.319,97.43,21.922,0,0,270
20924,10/24/22 11:00:00,0,22.427,97.54,22.048,0,0,270
20925,10/24/22 11:05:00,0,22.47,97.462,22.077,0,0,270
20926,10/24/22 11:10:00,0,22.513,97.261,22.086,0,0,270
20927,10/24/22 11:15:00,0,22.555,96.786,22.049,0,0,270
20928,10/24/22 11:20:00,0,22.577,96.645,22.046,0,0,270
20929,10/24/22 11:25:00,0,22.663,96.562,22.117,0,0,270
20930,10/24/22 11:30:00,0,22.706,96.794,22.2,0,0,270
20931,10/24/22 11:35:00,0,22.791,96.576,22.248,0,0,270
20932,10/24/22 11:40:00,0,22.856,96.309,22.267,0,0,271
20933,10/24/22 11:45:00,0,22.899,95.933,22.245,0,0,274
20934,10/24/22 11:50:00,0,23.006,95.496,22.277,0,0,274
20935,10/24/22 11:55:00,0,23.113,95.367,22.361,0,0,274
20936,10/24/22 12:00:00,0,23.263,94.667,22.389,0,0,274
20937,10/24/22 12:05:00,0,23.413,94.015,22.425,0,0,274
20938,10/24/22 12:10:00,0,23.606,93.887,22.594,0,0,274
20939,10/24/22 12:15:00,0,23.714,92.108,22.385,0,0,274
20940,10/24/22 12:20:00,0,23.735,91.324,22.265,0,0,274
20941,10/24/22 12:25:00,0,23.907,90.767,22.334,0,0,274
20942,10/24/22 12:30:00,0,23.992,90.309,22.336,0,0,274
20943,10/24/22 12:35:00,0,24.121,90.021,22.41,0,0,274
20944,10/24/22 12:40:00,0,24.357,88.962,22.448,0,0,274
20945,10/24/22 12:45:00,0,24.593,87.544,22.416,0,0,274
20946,10/24/22 12:50:00,0,24.85,86.844,22.537,0,0,274
20947,10/24/22 12:55:00,0,25.172,85.855,22.664,0,0,274
20948,10/24/22 13:00:00,0,25.301,86.577,22.929,0,0,274
20949,10/24/22 13:05:00,0,25.494,84.802,22.776,0,0,274
20950,10/24/22 13:10:00,0,25.515,85.429,22.919,0,0.5,274
20951,10/24/22 13:15:00,0,25.365,84.86,22.661,0,1,275
20952,10/24/22 13:20:00,0,25.194,84.956,22.512,0,1,312
20953,10/24/22 13:25:00,0,25.494,83.575,22.535,0,1.5,253
20954,10/24/22 13:30:00,0,26.18,81.822,22.856,0,0.5,253
20955,10/24/22 13:35:00,0,25.966,83.033,22.89,0,0.5,260
20956,10/24/22 13:40:00,0,27.167,78.164,23.06,0,0,265
20957,10/24/22 13:45:00,0,27.617,74.966,22.804,0,1.5,171
20958,10/24/22 13:50:00,0,27.789,77.069,23.429,0,1,104
20959,10/24/22 13:55:00,0,27.853,76.489,23.365,0,1,107
20960,10/24/22 14:00:00,0,27.36,77.545,23.115,0,1,104
20961,10/24/22 14:05:00,0,27.167,79.528,23.347,0,1,102
20962,10/24/22 14:10:00,0,27.017,80.095,23.318,0,1.5,101
20963,10/24/22 14:15:00,0,27.596,76.675,23.157,0,1.5,84
20964,10/24/22 14:20:00,0,28.496,77.07,24.115,0,1.5,56
20965,10/24/22 14:25:00,0,28.604,76.072,24.001,0,1.5,87
20966,10/24/22 14:30:00,0,28.775,72.633,23.396,0,1.5,31
20967,10/24/22 14:35:00,0,28.561,73.968,23.492,0,2,44
20968,10/24/22 14:40:00,0,29.011,77.34,24.672,0.5,2.5,143
20969,10/24/22 14:45:00,0,29.376,71.859,23.795,0,1.5,152
20970,10/24/22 14:50:00,0,29.74,70.869,23.913,0,2.5,18
20971,10/24/22 14:55:00,0,29.462,71.945,23.897,0,2,104
20972,10/24/22 15:00:00,0,29.397,69.436,23.245,0,2,69
20973,10/24/22 15:05:00,0,29.59,74.289,24.557,0,2,87
20974,10/24/22 15:10:00,0,30.405,71.882,24.788,0,1.5,138
20975,10/24/22 15:15:00,0,31.07,68.695,24.664,0,1.5,80
20976,10/24/22 15:20:00,0,30.084,68.28,23.621,0.5,2.5,22
20977,10/24/22 15:25:00,0,29.612,68.893,23.32,0,2.5,46
20978,10/24/22 15:30:00,0,30.062,69.505,23.897,0,1.5,55
20979,10/24/22 15:35:00,0,30.534,70.553,24.599,0,1.5,60
20980,10/24/22 15:40:00,0,30.77,69.007,24.453,0.5,2,104
20981,10/24/22 15:45:00,0,30.598,65.348,23.382,0.5,3,87
20982,10/24/22 15:50:00,0,30.019,65.977,22.991,0.5,2.5,70
20983,10/24/22 15:55:00,0,29.526,68.511,23.146,0,2,37
20984,10/24/22 16:00:00,0,30.019,68.618,23.642,0,1,80
20985,10/24/22 16:05:00,0,30.362,69.368,24.151,0.5,2,132
20986,10/24/22 16:10:00,0,29.912,69.168,23.673,0.5,2,111
20987,10/24/22 16:15:00,0,30.062,73.228,24.77,0,1.5,118
20988,10/24/22 16:20:00,0,30.641,66.712,23.766,0,2,66
20989,10/24/22 16:25:00,0,31.692,67.816,25.04,0,1.5,93
20990,10/24/22 16:30:00,0,31.263,63.05,23.416,0,1,10
20991,10/24/22 16:35:00,0,32.014,60.917,23.551,0,1.5,90
20992,10/24/22 16:40:00,0,32.057,62.762,24.088,0,2,97
20993,10/24/22 16:45:00,0,31.95,62.62,23.949,0,1.5,306
20994,10/24/22 16:50:00,0,31.564,63.029,23.694,0,2,0
20995,10/24/22 16:55:00,0,31.349,62.304,23.299,0,1.5,81
20996,10/24/22 17:00:00,0,31.049,63.519,23.336,0.5,2.5,65
20997,10/24/22 17:05:00,0,31.092,65.789,23.961,0,2,3
20998,10/24/22 17:10:00,0,30.791,65.643,23.639,0,2.5,52
20999,10/24/22 17:15:00,0,31.027,66.708,24.132,0,1,59
21000,10/24/22 17:20:00,0,31.585,62.3,23.52,0,1,73
21001,10/24/22 17:25:00,0,32.207,64.114,24.586,0,1.5,348
21002,10/24/22 17:30:00,0,31.864,60.401,23.269,0.5,2,46
21003,10/24/22 17:35:00,0,30.813,67.518,24.129,0,2.5,95
21004,10/24/22 17:40:00,0,29.762,70.788,23.915,0,2,104
21005,10/24/22 17:45:00,0,29.376,73.758,24.23,0,2,81
21006,10/24/22 17:50:00,0,28.411,77.876,24.205,0.5,2.5,80
21007,10/24/22 17:55:00,0,28.711,76.03,24.095,0,0.5,86
21008,10/24/22 18:00:00,0,28.99,74.321,23.985,0,0.5,86
21009,10/24/22 18:05:00,0,29.183,74.006,24.1,0,0.5,86
21010,10/24/22 18:10:00,0,29.569,70.916,23.76,0,0.5,86
21011,10/24/22 18:15:00,0,29.805,69.438,23.635,0,1,330
21012,10/24/22 18:20:00,0,29.912,69.66,23.791,0,1,260
21013,10/24/22 18:25:00,0,30.105,69.587,23.958,0,0,183
21014,10/24/22 18:30:00,0,30.427,65.097,23.155,0,0.5,153
21015,10/24/22 18:35:00,0,30.77,65.916,23.688,0,0,153
21016,10/24/22 18:40:00,0,31.135,63.526,23.419,0,0,153
21017,10/24/22 18:45:00,0,30.92,64.968,23.59,0,1.5,153
21018,10/24/22 18:50:00,0,31.456,64.924,24.086,0,1.5,108
21019,10/24/22 18:55:00,0,31.585,64.901,24.202,0,1,27
21020,10/24/22 19:00:00,0,31.971,65.037,24.603,0,1,42
21021,10/24/22 19:05:00,0,32.336,61.843,24.105,0,1,48
21022,10/24/22 19:10:00,0,33.108,60.2,24.38,0,1,343
21023,10/24/22 19:15:00,0,32.808,59.751,23.973,0.5,3.5,84
21024,10/24/22 19:20:00,0,31.285,66.357,24.288,0.5,2.5,115
21025,10/24/22 19:25:00,0,31.285,67.08,24.469,0.5,2.5,86
21026,10/24/22 19:30:00,0,31.135,67.564,24.447,0.5,2,149
21027,10/24/22 19:35:00,0,31.349,68.467,24.874,0,2,142
21028,10/24/22 19:40:00,0,32.014,67.82,25.348,0,1.5,129
21029,10/24/22 19:45:00,0,32.121,61.686,23.86,0,2.5,58
21030,10/24/22 19:50:00,0,31.971,63.565,24.219,0.5,3.5,94
21031,10/24/22 19:55:00,0,32.186,59.855,23.42,0.5,3,72
21032,10/24/22 20:00:00,0,31.628,62.516,23.618,0.5,2,87
21033,10/24/22 20:05:00,0,31.263,62.89,23.374,0.5,3,118
21034,10/24/22 20:10:00,0,30.555,66.104,23.532,0,2,93
21035,10/24/22 20:15:00,0,30.684,65.531,23.509,0,1,87
21036,10/24/22 20:20:00,0,31.049,64.224,23.52,0,2,83
21037,10/24/22 20:25:00,0,31.928,62.757,23.966,0,1,101
21038,10/24/22 20:30:00,0,31.842,61.709,23.604,0.5,2.5,88
21039,10/24/22 20:35:00,0,32.55,59.329,23.614,0,2,35
21040,10/24/22 20:40:00,0,32.421,57.992,23.116,0,2,37
21041,10/24/22 20:45:00,0,32.143,60.052,23.434,0,1.5,49
21042,10/24/22 20:50:00,0,31.821,60.757,23.326,0,2.5,105
21043,10/24/22 20:55:00,0,32.164,63.645,24.423,0,1.5,76
21044,10/24/22 21:00:00,0,32.4,59.796,23.604,0,2,53
21045,10/24/22 21:05:00,0,31.735,63.111,23.877,0,1.5,125
21046,10/24/22 21:10:00,0,31.435,63.751,23.762,0.5,2,83
21047,10/24/22 21:15:00,0,31.306,62.539,23.321,0.5,2,107
21048,10/24/22 21:20:00,0,31.349,61.43,23.065,0,1.5,67
21049,10/24/22 21:25:00,0,31.263,62.478,23.265,0,2,101
21050,10/24/22 21:30:00,0,31.07,62.908,23.196,0,2,93
21051,10/24/22 21:35:00,0,31.07,62.383,23.058,0,1.5,81
21052,10/24/22 21:40:00,0,31.349,63.098,23.509,0,1.5,66
21053,10/24/22 21:45:00,0,31.371,61.288,23.047,0,1.5,86
21054,10/24/22 21:50:00,0,31.156,62.031,23.045,0,2,87
21055,10/24/22 21:55:00,0,31.413,60.986,23.005,0,1,81
21056,10/24/22 22:00:00,0,31.585,60.076,22.918,0,1,80
21057,10/24/22 22:05:00,0,31.306,62.759,23.379,0,0.5,81
21058,10/24/22 22:10:00,0,30.791,62.812,22.908,0,0,81
21059,10/24/22 22:15:00,0,30.856,63.514,23.153,0,0,81
21060,10/24/22 22:20:00,0,30.62,65.922,23.547,0,0,81
21061,10/24/22 22:25:00,0,30.041,69.198,23.803,0,0,81
21062,10/24/22 22:30:00,0,29.44,71.711,23.822,0,0,81
21063,10/24/22 22:35:00,0,28.99,74.362,23.994,0,0,81
21064,10/24/22 22:40:00,0,28.475,76.593,23.99,0,0,81
21065,10/24/22 22:45:00,0,27.939,79.867,24.169,0,0,81
21066,10/24/22 22:50:00,0,27.467,80.616,23.865,0,0,81
21067,10/24/22 22:55:00,0,26.995,80.809,23.445,0,0,81
21068,10/24/22 23:00:00,0,26.631,83.835,23.7,0,0,81
21069,10/24/22 23:05:00,0,26.309,84.619,23.539,0,0,81
21070,10/24/22 23:10:00,0,26.202,84.773,23.465,0,0,81
21071,10/24/22 23:15:00,0,26.244,84.691,23.49,0,0,81
21072,10/24/22 23:20:00,0,26.116,83.789,23.187,0,0,81
21073,10/24/22 23:25:00,0,26.03,85.956,23.526,0,0,81
21074,10/24/22 23:30:00,0,25.858,86.476,23.458,0,0,81
21075,10/24/22 23:35:00,0,25.687,87.388,23.464,0,0,81
21076,10/24/22 23:40:00,0,25.494,89.242,23.622,0,0,81
21077,10/24/22 23:45:00,0,25.387,90.298,23.712,0,0,81
21078,10/24/22 23:50:00,0,25.258,90.808,23.679,0,0,81
21079,10/24/22 23:55:00,0,25.108,91.044,23.573,0,0,81
21080,10/25/22 00:00:00,0,25.065,91.498,23.613,0,0,81
21081,10/25/22 00:05:00,0,25.022,91.527,23.576,0,0,81
21082,10/25/22 00:10:00,0,24.936,92.152,23.605,0,0,81
21083,10/25/22 00:15:00,0,24.872,92.349,23.576,0,0,81
21084,10/25/22 00:20:00,0,24.786,92.538,23.525,0,0,81
21085,10/25/22 00:25:00,0,24.7,92.844,23.495,0,0,81
21086,10/25/22 00:30:00,0,24.722,93.161,23.573,0,0,81
21087,10/25/22 00:35:00,0,24.722,92.959,23.537,0,0,81
21088,10/25/22 00:40:00,0.2,24.657,93.216,23.519,0,0,81
21089,10/25/22 00:45:00,0,24.593,93.246,23.46,0,0,81
21090,10/25/22 00:50:00,0,24.529,93.381,23.42,0,0,81
21091,10/25/22 00:55:00,0,24.443,93.875,23.423,0,0,81
21092,10/25/22 01:00:00,0,24.357,93.768,23.319,0,0,81
21093,10/25/22 01:05:00,0,24.293,93.559,23.218,0,0,81
21094,10/25/22 01:10:00,0,24.25,93.745,23.208,0,0,81
21095,10/25/22 01:15:00,0,24.121,94.2,23.16,0,0,81
21096,10/25/22 01:20:00,0,24.1,94.913,23.264,0,0,81
21097,10/25/22 01:25:00,0,24.078,94.91,23.242,0,0,81
21098,10/25/22 01:30:00,0,24.057,95.233,23.277,0,0,81
21099,10/25/22 01:35:00,0,24.143,94.647,23.26,0,0,81
21100,10/25/22 01:40:00,0,24.1,93.962,23.097,0,0,81
21101,10/25/22 01:45:00,0,24.057,94.017,23.064,0,0,81
21102,10/25/22 01:50:00,0,23.971,93.983,22.973,0,0,81
21103,10/25/22 01:55:00,0,23.928,94.214,22.971,0,0,81
21104,10/25/22 02:00:00,0,23.864,93.994,22.868,0,0,81
21105,10/25/22 02:05:00,0,23.864,94.095,22.886,0,0,81
21106,10/25/22 02:10:00,0,23.735,94.122,22.763,0,0,81
21107,10/25/22 02:15:00,0,23.735,95.129,22.939,0,0,81
21108,10/25/22 02:20:00,0,23.714,95.862,23.045,0,0,81
21109,10/25/22 02:25:00,0,23.649,96.1,23.022,0,0,81
21110,10/25/22 02:30:00,0,23.649,96.268,23.051,0,0,81
21111,10/25/22 02:35:00,0,23.671,95.654,22.966,0,0,81
21112,10/25/22 02:40:00,0,23.649,95.697,22.952,0,0,81
21113,10/25/22 02:45:00,0,23.542,95.711,22.848,0,0,81
21114,10/25/22 02:50:00,0,23.521,96.384,22.942,0,0,81
21115,10/25/22 02:55:00,0,23.435,95.807,22.757,0,0,81
21116,10/25/22 03:00:00,0,23.413,95.83,22.74,0,0,81
21117,10/25/22 03:05:00,0,23.435,96.062,22.801,0,0,81
21118,10/25/22 03:10:00,0,23.499,96.374,22.919,0,0,81
21119,10/25/22 03:15:00,0,23.499,95.879,22.834,0,0,81
21120,10/25/22 03:20:00,0,23.585,94.208,22.629,0,0,81
21121,10/25/22 03:25:00,0,23.735,94.368,22.806,0,0,81
21122,10/25/22 03:30:00,0,23.864,93.494,22.78,0,0,81
21123,10/25/22 03:35:00,0,23.864,93.532,22.787,0,0,81
21124,10/25/22 03:40:00,0,23.842,92.589,22.598,0,0,81
21125,10/25/22 03:45:00,0,23.992,91.545,22.56,0,0,81
21126,10/25/22 03:50:00,0,24.164,91.009,22.633,0,0,81
21127,10/25/22 03:55:00,0,24.228,89.86,22.487,0,0,83
21128,10/25/22 04:00:00,0,24.486,88.112,22.417,0,0.5,83
21129,10/25/22 04:05:00,0,24.679,87.346,22.463,0,0,83
21130,10/25/22 04:10:00,0,24.593,87.492,22.406,0,0,83
21131,10/25/22 04:15:00,0,24.55,87.881,22.437,0,0,83
21132,10/25/22 04:20:00,0,24.378,88.824,22.444,0,0,83
21133,10/25/22 04:25:00,0,24.207,89.265,22.356,0,0,83
21134,10/25/22 04:30:00,0,24.121,89.831,22.376,0,0,83
21135,10/25/22 04:35:00,0,24.1,91.202,22.604,0,0,83
21136,10/25/22 04:40:00,0,23.821,92.761,22.608,0,0,81
21137,10/25/22 04:45:00,0,23.563,93.39,22.464,0,0,81
21138,10/25/22 04:50:00,0,23.349,94.212,22.395,0,0,81
21139,10/25/22 04:55:00,0,23.242,94.585,22.353,0,0,81
21140,10/25/22 05:00:00,0,23.177,95.233,22.402,0,0,81
21141,10/25/22 05:05:00,0,23.07,95.34,22.314,0,0,81
21142,10/25/22 05:10:00,0,23.07,95.747,22.384,0,0,81
21143,10/25/22 05:15:00,0,23.07,95.775,22.389,0,0,81
21144,10/25/22 05:20:00,0,23.092,95.45,22.354,0,0,81
21145,10/25/22 05:25:00,0,22.984,95.906,22.326,0,0,81
21146,10/25/22 05:30:00,0,22.963,95.709,22.271,0,0,81
21147,10/25/22 05:35:00,0,22.92,96.062,22.288,0,0,81
21148,10/25/22 05:40:00,0,22.899,96.544,22.349,0,0,81
21149,10/25/22 05:45:00,0,22.877,96.574,22.333,0,0,81
21150,10/25/22 05:50:00,0,22.834,96.538,22.284,0,0,81
21151,10/25/22 05:55:00,0,22.813,96.869,22.319,0,0,81
21152,10/25/22 06:00:00,0,22.748,97.201,22.312,0,0,81
21153,10/25/22 06:05:00,0,22.813,97.313,22.395,0,0,81
21154,10/25/22 06:10:00,0,22.706,96.936,22.224,0,0,81
21155,10/25/22 06:15:00,0,22.62,97.4,22.217,0,0,81
21156,10/25/22 06:20:00,0,22.577,97.656,22.217,0,0,81
21157,10/25/22 06:25:00,0,22.641,97.78,22.302,0,0,81
21158,10/25/22 06:30:00,0,22.598,97.116,22.147,0,0,81
21159,10/25/22 06:35:00,0,22.555,97.45,22.161,0,0,81
21160,10/25/22 06:40:00,0,22.577,97.267,22.151,0,0,81
21161,10/25/22 06:45:00,0,22.513,97.313,22.095,0,0,81
21162,10/25/22 06:50:00,0,22.405,97.766,22.064,0,0,81
21163,10/25/22 06:55:00,0,22.427,97.771,22.086,0,0,81
21164,10/25/22 07:00:00,0,22.362,98.259,22.104,0,0,81
21165,10/25/22 07:05:00,0,22.384,98.657,22.192,0,0,81
21166,10/25/22 07:10:00,0,22.384,98.379,22.146,0,0,81
21167,10/25/22 07:15:00,0,22.405,98.401,22.171,0,0,81
21168,10/25/22 07:20:00,0,22.362,98.233,22.1,0,0,81
21169,10/25/22 07:25:00,0,22.298,98.154,22.022,0,0,81
21170,10/25/22 07:30:00,0,22.234,98.494,22.015,0,0,81
21171,10/25/22 07:35:00,0,22.212,98.572,22.006,0,0,81
21172,10/25/22 07:40:00,0,22.277,99.002,22.142,0,0,81
21173,10/25/22 07:45:00,0,22.341,98.933,22.195,0,0,81
21174,10/25/22 07:50:00,0,22.427,98.86,22.269,0,0,81
21175,10/25/22 07:55:00,0,22.448,98.705,22.264,0,0,81
21176,10/25/22 08:00:00,0,22.513,98.453,22.287,0,0,81
21177,10/25/22 08:05:00,0,22.598,98.405,22.364,0,0,81
21178,10/25/22 08:10:00,0,22.706,98.128,22.425,0,0,81
21179,10/25/22 08:15:00,0,22.748,97.862,22.423,0,0,81
21180,10/25/22 08:20:00,0,22.748,97.375,22.341,0,0,81
21181,10/25/22 08:25:00,0,22.748,97.343,22.336,0,0,81
21182,10/25/22 08:30:00,0,22.834,97.885,22.513,0,0,81
21183,10/25/22 08:35:00,0,22.856,97.18,22.415,0,0,81
21184,10/25/22 08:40:00,0,22.856,97.009,22.386,0,0,81
21185,10/25/22 08:45:00,0,22.813,96.997,22.341,0,0,81
21186,10/25/22 08:50:00,0,22.77,97.075,22.311,0,0,81
21187,10/25/22 08:55:00,0,22.77,97.513,22.386,0,0,81
21188,10/25/22 09:00:00,0,22.813,97.819,22.48,0,0,81
21189,10/25/22 09:05:00,0,22.856,98,22.553,0,0,81
