classes,ncloc,functions,duplicated_lines,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,file_complexity,violations,duplicated_blocks,duplicated_files,lines,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,Toxico
1114,164077,10531,5960,0,2.1,18506,15088,8.4,2.5,1689,12.6,4331,244,127,242816,39310,42,247,2687,1295,60,46474,1.7,6418,4.8,25705,1,7,4331,0,0,0.5,0.079432026,2980,1299,0,4244,3,1290,5,11355,284520,22,5,0
1113,163996,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242698,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079483358,2980,1299,0,4244,3,1290,5,11346,281820,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163990,10525,5960,0,2.1,18494,15085,8.4,2.5,1688,12.6,4331,244,127,242688,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.079551104,2980,1299,0,4244,3,1290,5,11346,281580,22,5,0
1113,163985,10525,5960,0,2.1,18493,15085,8.4,2.5,1688,12.6,4334,244,127,242681,39267,42,247,2687,1298,60,46449,1.7,6418,4.8,25700,1,7,4334,0,0,0.5,0.076775432,2980,1302,0,4250,3,1290,5,11343,281340,22,5,0
1113,163927,10524,5960,0,2.1,18475,15057,8.4,2.5,1688,12.6,4337,244,127,242587,39249,42,247,2690,1298,60,46415,1.7,6408,4.8,25715,1,7,4337,0,0,0.5,0.077661525,2983,1302,0,4250,3,1290,5,11335,278130,22,5,0
1113,163929,10524,5960,0,2.1,18475,15057,8.4,2.5,1688,12.6,4337,244,127,242589,39251,42,247,2690,1298,60,46417,1.7,6408,4.8,25715,1,7,4337,0,0,0.5,0.077678282,2983,1302,0,4250,3,1290,5,11335,278070,22,5,0
1113,163877,10524,5960,0,2.1,18476,15060,8.4,2.5,1688,12.6,4338,244,127,242537,39268,42,247,2691,1298,60,46401,1.7,6410,4.8,25720,1,7,4338,0,0,0.5,0.080160321,2984,1302,0,4250,3,1290,5,11334,269460,22,5,0
1113,163877,10524,5960,0,2.1,18476,15060,8.4,2.5,1688,12.6,4338,244,127,242537,39268,42,247,2691,1298,60,46401,1.7,6410,4.8,25720,1,7,4338,0,0,0.5,0.080160321,2984,1302,0,4250,3,1290,5,11334,269460,22,5,0
1113,163824,10522,5960,0,2.1,18469,15056,8.4,2.5,1688,12.6,4338,244,127,242472,39249,42,247,2691,1298,60,46372,1.7,6400,4.8,25720,1,7,4338,0,0,0.5,0.080799012,2984,1302,0,4250,3,1290,5,11331,267330,22,5,0
1113,163824,10522,5960,0,2.1,18469,15056,8.4,2.5,1688,12.6,4338,244,127,242472,39249,42,247,2691,1298,60,46372,1.7,6400,4.8,25720,1,7,4338,0,0,0.5,0.080799012,2984,1302,0,4250,3,1290,5,11331,267330,22,5,0
1113,163772,10520,5960,0,2.1,18458,15055,8.4,2.5,1688,12.6,4340,244,127,242418,39229,42,247,2691,1300,60,46353,1.7,6400,4.8,25750,1,7,4340,0,0,0.5,0.081967213,2986,1302,0,4250,3,1290,5,11319,263520,22,5,0
1113,163772,10520,5960,0,2.1,18458,15055,8.4,2.5,1688,12.6,4340,244,127,242418,39229,42,247,2691,1300,60,46353,1.7,6400,4.8,25750,1,7,4340,0,0,0.5,0.081967213,2986,1302,0,4250,3,1290,5,11319,263520,22,5,0
1113,163772,10520,5960,0,2.1,18458,15055,8.4,2.5,1688,12.6,4340,244,127,242418,39229,42,247,2691,1300,60,46353,1.7,6400,4.8,25750,1,7,4340,0,0,0.5,0.081967213,2986,1302,0,4250,3,1290,5,11319,263520,22,5,0
1113,163774,10520,5960,0,2.1,18458,15055,8.4,2.5,1688,12.6,4342,244,127,242420,39229,42,249,2691,1300,60,46355,1.7,6400,4.8,25760,1,7,4342,0,0,0.5,0.082041933,2988,1302,0,4250,3,1290,5,11319,263280,22,5,0
1111,163405,10502,5960,0,2.1,18397,15023,8.4,2.5,1685,12.6,4342,244,127,241896,39115,42,249,2691,1300,60,46219,1.7,6380,4.8,25759,1,7,4342,0,0,0.5,0.085674437,2988,1302,0,4250,3,1290,5,11283,250950,22,5,0
1111,163398,10502,5960,0,2.1,18397,15023,8.4,2.5,1685,12.6,4345,244,127,241889,39112,42,249,2691,1303,60,46216,1.7,6382,4.8,25759,1,7,4345,0,0,0.5,0.08632458,2988,1305,0,4259,3,1290,5,11283,249060,22,5,0
1111,163398,10502,5960,0,2.1,18397,15023,8.4,2.5,1685,12.6,4345,244,127,241889,39112,42,249,2691,1303,60,46216,1.7,6382,4.8,25759,1,7,4345,0,0,0.5,0.08632458,2988,1305,0,4259,3,1290,5,11283,249060,22,5,0
1111,163151,10486,5960,0,2.1,18359,15023,8.4,2.5,1684,12.6,4349,244,127,241568,39020,42,249,2693,1305,60,46113,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.087091236,2988,1309,0,4269,3,1290,5,11237,238830,22,5,0
1111,163151,10486,5960,0,2.1,18359,15023,8.4,2.5,1684,12.6,4349,244,127,241568,39020,42,249,2693,1305,60,46113,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.087091236,2988,1309,0,4269,3,1290,5,11237,238830,22,5,0
1111,163101,10486,5960,0,2.1,18337,15022,8.4,2.5,1684,12.6,4349,244,127,241516,38994,42,249,2693,1305,60,46070,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0877415,2988,1309,0,4269,3,1290,5,11232,237060,22,5,0
1111,163101,10486,5960,0,2.1,18337,15022,8.4,2.5,1684,12.6,4349,244,127,241516,38994,42,249,2693,1305,60,46070,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0877415,2988,1309,0,4269,3,1290,5,11232,237060,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4349,244,127,241406,38964,42,249,2693,1305,60,46034,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.088729631,2988,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4349,244,127,241406,38964,42,249,2693,1305,60,46034,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.088729631,2988,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088729631,2991,1309,0,4269,3,1290,5,11228,234420,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088752347,2991,1309,0,4269,3,1290,5,11228,234360,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088752347,2991,1309,0,4269,3,1290,5,11228,234360,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4352,244,127,241406,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.088752347,2991,1309,0,4269,3,1290,5,11228,234360,22,5,0
1110,163026,10483,5960,0,2.1,18327,15020,8.4,2.5,1683,12.6,4355,244,127,241406,38964,44,249,2694,1308,60,46034,1.7,6376,4.8,26016,1,5,4355,0,0,0.5,0.20395972,2992,1309,0,4269,3,1350,5,11228,234360,22,5,0
1108,162964,10478,6008,0,2.1,18314,15017,8.4,2.5,1681,12.6,4357,249,128,241297,38939,42,250,2696,1309,60,46006,1.7,6362,4.8,25839,1,5,4357,0,0,0.5,0.08983329,2996,1309,0,4269,3,1290,5,11213,231540,21,5,0
1108,162974,10482,6008,0,2.1,18323,15018,8.4,2.5,1681,12.6,4363,249,128,241310,38942,42,253,2697,1311,60,46008,1.7,6368,4.8,25890,1,5,4363,0,0,0.5,0.090726686,3002,1309,0,4269,3,1290,5,11215,229260,22,5,0
1108,162974,10482,6008,0,2.1,18323,15018,8.4,2.5,1681,12.6,4364,249,128,241310,38942,42,254,2698,1310,60,46008,1.7,6368,4.8,25900,1,5,4364,0,0,0.5,0.090726686,3003,1309,0,4269,3,1290,5,11215,229260,21,5,0
1108,162978,10482,6008,0,0,18326,15018,8.4,2.5,1681,12.6,4364,249,128,241314,38951,42,254,2698,1310,60,46468,0,0,0,25900,1,5,4364,0,0,0.5,0.090845563,3003,1309,0,4269,3,1290,5,11221,228960,21,5,0
1108,162978,10482,6008,0,0,18326,15018,8.4,2.5,1681,12.6,4364,249,128,241314,38951,42,254,2698,1310,60,46468,0,0,0,25900,1,5,4364,0,0,0.5,0.090845563,3003,1309,0,4269,3,1290,5,11221,228960,21,5,0
1108,162978,10482,6008,0,0,18326,15018,8.4,2.5,1681,12.6,4368,249,128,241314,38951,42,254,2698,1314,60,46468,0,0,0,25940,1,5,4368,0,0,0.5,0.090845563,3007,1309,0,4269,3,1290,5,11221,228960,21,5,0
1108,162978,10482,6008,0,0,18326,15018,8.4,2.5,1681,12.6,4368,249,128,241314,38951,42,254,2698,1314,60,46468,0,0,0,25940,1,5,4368,0,0,0.5,0.090845563,3007,1309,0,4269,3,1290,5,11221,228960,21,5,0
1108,162978,10482,6008,0,0,18326,15018,8.4,2.5,1681,12.6,4368,249,128,241314,38951,42,254,2698,1314,60,46468,0,0,0,25940,1,5,4368,0,0,0.5,0.090845563,3007,1309,0,4269,3,1290,5,11221,228960,21,5,0
1108,162978,10482,6008,0,0,18326,15018,8.4,2.5,1681,12.6,4368,249,128,241314,38951,42,254,2698,1314,60,46468,0,0,0,25940,1,5,4368,0,0,0.5,0.090857467,3007,1309,0,4269,3,1290,5,11221,228930,21,5,0
1108,162975,10482,6008,0,0,18325,15017,8.4,2.5,1681,12.6,4368,249,128,241309,38949,42,254,2698,1314,60,46466,0,0,0,25940,1,5,4368,0,0,0.5,0.090988626,3007,1309,0,4269,3,1290,5,11219,228600,21,5,0
1108,162975,10482,6008,0,0,18325,15017,8.4,2.5,1681,12.6,4368,249,128,241309,38949,42,254,2698,1314,60,46466,0,0,0,25940,1,5,4368,0,0,0.5,0.090988626,3007,1309,0,4269,3,1290,5,11219,228600,21,5,0
1108,162975,10482,6008,0,0,18325,15017,8.4,2.5,1681,12.6,4368,249,128,241309,38949,42,254,2698,1314,60,46466,0,0,0,25940,1,5,4368,0,0,0.5,0.090988626,3007,1309,0,4269,3,1290,5,11219,228600,21,5,0
1108,162975,10482,6008,0,0,18325,15017,8.4,2.5,1681,12.6,4368,249,128,241309,38949,42,254,2698,1314,60,46466,0,0,0,25940,1,5,4368,0,0,0.5,0.090988626,3007,1309,0,4269,3,1290,5,11219,228600,21,5,0
1108,162948,10482,6008,0,0,18325,15017,8.4,2.5,1680,12.6,4368,249,128,241281,38949,42,254,2698,1314,60,46466,0,0,0,25940,1,5,4368,0,0,0.5,0.091360302,3007,1309,0,4269,3,1290,5,11219,227670,21,5,0
1104,162802,10478,6045,0,0,18346,15115,8.5,2.5,1676,12.6,4461,253,131,241212,38989,42,265,2714,1365,75,46441,0,0,0,26939,1,5,4461,0,0,0.6,0.106633856,3099,1310,0,4269,3,1290,5,11258,195060,24,5,0
1104,162792,10478,6045,0,0,18343,15115,8.5,2.5,1676,12.6,4464,253,131,241202,38982,42,265,2717,1365,75,46434,0,0,0,26939,1,5,4464,0,0,0.6,0.10679811,3099,1313,0,4314,3,1290,5,11249,194760,24,5,0
1104,162792,10478,6045,0,0,18343,15115,8.5,2.5,1676,12.6,4461,253,131,241202,38982,42,265,2714,1365,75,46434,0,0,0,26939,1,5,4461,0,0,0.6,0.10679811,3099,1310,0,4269,3,1290,5,11249,194760,21,5,0
1104,162792,10478,6045,0,0,18343,15115,8.5,2.5,1676,12.6,4461,253,131,241202,38982,42,265,2714,1365,75,46434,0,0,0,26939,1,5,4461,0,0,0.6,0.10679811,3099,1310,0,4269,3,1290,5,11249,194760,21,5,0
1104,162792,10478,6045,0,0,18343,15115,8.5,2.5,1676,12.6,4461,253,131,241202,38982,42,265,2714,1365,75,46434,0,0,0,26939,1,5,4461,0,0,0.6,0.10679811,3099,1310,0,4269,3,1290,5,11249,194760,21,5,0
1103,162733,10471,6045,0,0,18331,15131,8.5,2.5,1675,12.6,4461,253,131,241092,38968,42,265,2714,1365,75,46413,0,0,0,26939,1,5,4461,0,0,0.6,0.108181204,3099,1310,0,4269,3,1290,5,11244,192270,21,5,0
1103,162733,10471,6045,0,0,18331,15131,8.5,2.5,1675,12.6,4461,253,131,241092,38968,42,265,2714,1365,75,46413,0,0,0,26939,1,5,4461,0,0,0.6,0.108181204,3099,1310,0,4269,3,1290,5,11244,192270,21,5,0
1103,162733,10471,6045,0,0,18331,15131,8.5,2.5,1675,12.6,4461,253,131,241092,38968,42,265,2714,1365,75,46413,0,0,0,26939,1,5,4461,0,0,0.6,0.108181204,3099,1310,0,4269,3,1290,5,11244,192270,21,5,0
1100,162492,10430,6045,0,0,18296,15134,8.5,2.5,1675,12.6,4507,253,131,240809,38886,42,269,2749,1373,74,46322,0,0,0,27139,1,5,4507,0,0,0.6,0.156444143,3126,1326,0,4314,3,1350,5,11268,177060,21,5,0
1100,162492,10430,6045,0,0,18296,15134,8.5,2.5,1675,12.6,4507,253,131,240809,38886,42,269,2749,1373,74,46322,0,0,0,27139,1,5,4507,0,0,0.6,0.156444143,3126,1326,0,4314,3,1350,5,11268,177060,21,5,0
1100,162492,10430,6045,0,0,18296,15134,8.5,2.5,1675,12.6,4507,253,131,240809,38886,42,269,2749,1373,74,46322,0,0,0,27139,1,5,4507,0,0,0.6,0.156444143,3126,1326,0,4314,3,1350,5,11268,177060,21,5,0
1100,162474,10431,6045,0,0,18301,15138,8.5,2.5,1675,12.6,4559,253,131,240787,38890,43,278,2763,1401,74,46322,0,0,0,27579,1,5,4559,0,0,0.6,0.206453851,3166,1337,0,4418,3,1380,5,11274,172920,21,5,0
1100,162474,10431,6045,0,0,18301,15138,8.5,2.5,1675,12.6,4559,253,131,240771,38890,43,278,2763,1401,74,46322,0,0,0,27579,1,5,4559,0,0,0.6,0.207317073,3166,1337,0,4418,3,1380,5,11274,172200,21,5,0
784,108170,4872,6015,0,0,8385,7845,6.8,2.5,1675,5.8,3885,251,130,240899,13986,12,171,2638,1029,35,15149,0,0,0,20248,1,5,3885,0,0,0.6,0,2536,1342,0,4378,3,110,2,3607,62640,5,5,0
784,108170,4872,6015,0,0,8385,7845,6.8,2.5,1675,5.8,3885,251,130,240899,13986,12,171,2638,1029,35,15149,0,0,0,20248,1,5,3885,0,0,0.6,0,2536,1342,0,4378,3,110,2,3607,62640,5,5,0
784,108170,4872,6015,0,0,8385,7845,6.8,2.5,1675,5.8,3885,251,130,240899,13986,12,171,2638,1029,35,15149,0,0,0,20248,1,5,3885,0,0,0.6,0,2536,1342,0,4378,3,110,2,3607,62640,5,5,0
783,108122,4863,6015,0,0,8376,7845,6.8,2.5,1674,5.8,3897,251,130,240759,13974,12,171,2646,1033,35,15137,0,0,0,20272,1,8,3897,0,0,0.6,0,2544,1346,0,4390,3,110,2,3607,61080,5,5,0
783,108122,4863,6015,0,0,8376,7845,6.8,2.5,1674,5.8,3897,251,130,240759,13974,12,171,2646,1033,35,15137,0,0,0,20272,1,8,3897,0,0,0.6,0,2544,1346,0,4390,3,110,2,3607,61080,5,5,0
783,108122,4863,6015,0,0,8376,7845,6.8,2.5,1674,5.8,3897,251,130,240759,13974,12,171,2646,1033,35,15137,0,0,0,20272,1,8,3897,0,0,0.6,0,2544,1346,0,4390,3,110,2,3607,61080,5,5,0
783,108116,4863,6015,0,0,8376,7845,6.8,2.5,1674,5.8,3938,251,130,240753,13974,53,171,2646,1033,35,15137,0,0,0,20272,1,8,3938,0,0,0.6,0,2544,1346,0,4390,3,1340,5,3607,60450,5,5,0
783,108116,4863,6015,0,0,8376,7845,6.8,2.5,1674,5.8,3905,251,130,240729,13974,12,171,2646,1033,43,15137,0,0,0,20288,1,8,3905,0,0,0.6,0.055423595,2552,1346,0,4390,3,110,2,3607,138930,5,1,0
783,108116,4863,6015,0,0,8376,7845,6.8,2.5,1674,5.8,3905,251,130,240729,13974,12,171,2646,1033,43,15137,0,0,0,20288,1,8,3905,0,0,0.6,0.055423595,2552,1346,0,4390,3,110,2,3607,138930,5,1,0
783,108116,4863,6015,0,0,8376,7845,6.8,2.5,1674,5.8,3905,251,130,240729,13974,12,171,2646,1033,43,15137,0,0,0,20288,1,8,3905,0,0,0.6,0.055423595,2552,1346,0,4390,3,110,2,3607,138930,5,1,0
784,108329,4910,6112,0,0,8420,7893,6.8,2.5,1674,5.8,3915,262,130,240813,14034,12,177,2649,1034,43,15247,0,0,0,20445,1,8,3915,0,0,0.6,0.058320079,2559,1349,0,4410,3,110,2,3604,132030,1,1,0
783,108284,4901,6118,0,0,8409,7881,6.8,2.5,1673,5.8,3918,262,130,240688,14020,12,177,2652,1034,43,15227,0,0,0,20450,1,8,3918,0,0,0.6,0.059787251,2560,1351,0,4410,3,110,2,3604,128790,1,1,0
781,108336,4891,6118,0,0,8400,7874,6.8,2.5,1670,5.8,3933,262,130,240535,14014,12,180,2659,1039,43,15209,0,0,0,20536,1,8,3933,0,0,0.6,0.062222222,2571,1355,0,4420,3,110,2,3609,123750,1,1,0
781,108336,4891,6118,0,0,8400,7874,6.8,2.5,1670,5.8,3933,262,130,240535,14014,12,180,2659,1039,43,15209,0,0,0,20536,1,8,3933,0,0,0.6,0.062222222,2571,1355,0,4420,3,110,2,3609,123750,1,1,0
781,108336,4891,6118,0,0,8400,7874,6.8,2.5,1670,5.8,3921,262,130,240535,14014,12,180,2647,1039,43,15209,0,0,0,20416,1,8,3921,0,0,0.6,0.062222222,2559,1355,0,4420,3,110,2,3609,123750,1,1,0
781,108336,4891,6118,0,0,8400,7874,6.8,2.5,1670,5.8,3921,262,130,240535,14014,12,180,2647,1039,43,15209,0,0,0,20416,1,8,3921,0,0,0.6,0.062222222,2559,1355,0,4420,3,110,2,3609,123750,1,1,0
781,108336,4891,6118,0,0,8400,7874,6.8,2.5,1670,5.8,3921,262,130,240535,14014,12,180,2647,1039,43,15209,0,0,0,20416,1,8,3921,0,0,0.6,0.062222222,2559,1355,0,4420,3,110,2,3609,123750,1,1,0
781,108346,4891,6118,0,0,8400,7874,6.8,2.5,1670,5.8,3924,262,130,240543,14014,12,180,2650,1039,43,15209,0,0,0,20416,1,8,3924,0,0,0.6,0.062693372,2559,1358,0,4420,3,110,2,3609,122820,1,1,0
1095,162411,10387,6118,0,0,18206,15108,8.5,2.5,1671,12.6,4735,262,130,240502,38856,19,365,2771,1506,74,46378,0,0,0,30011,1,11,4735,0,0,0.6,0.030449211,3347,1358,0,4420,3,610,5,11248,292290,18,1,0
1095,162411,10387,6118,0,0,18206,15108,8.5,2.5,1671,12.6,4738,262,130,240502,38856,19,367,2772,1506,74,46378,0,0,0,30036,1,11,4738,0,0,0.6,0.030449211,3350,1358,0,4420,3,610,5,11248,292290,18,1,0
1095,162411,10387,6118,0,0,18206,15108,8.5,2.5,1671,12.6,4738,262,130,240502,38856,19,367,2772,1506,74,46378,0,0,0,30036,1,11,4738,0,0,0.6,0.030449211,3350,1358,0,4420,3,610,5,11248,292290,18,1,0
1082,160139,10180,6052,0,0,17799,14814,8.5,2.6,1661,12.4,4786,257,128,237266,38130,19,379,2780,1534,74,45446,0,0,0,30882,1,9,4786,0,0,0.6,0.068933824,3392,1364,0,4421,3,610,5,11048,195840,18,1,0
1082,160139,10180,6052,0,0,17799,14814,8.5,2.6,1661,12.4,4786,257,128,237266,38130,19,379,2780,1534,74,45446,0,0,0,30882,1,9,4786,0,0,0.6,0.068933824,3392,1364,0,4421,3,610,5,11048,195840,18,1,0
1082,160139,10180,6052,0,0,17799,14814,8.5,2.6,1661,12.4,4786,257,128,237266,38130,19,379,2780,1534,74,45446,0,0,0,30882,1,9,4786,0,0,0.6,0.068933824,3392,1364,0,4421,3,610,5,11048,195840,18,1,0
1082,160149,10182,6052,0,0,17799,14822,8.5,2.6,1661,12.4,4812,257,128,237291,38126,19,399,2784,1536,74,45463,0,0,0,31072,1,9,4812,0,0,0.6,0.070257611,3416,1366,0,4421,3,610,5,11047,192150,18,1,0
1082,160149,10182,6052,0,0,17799,14822,8.5,2.6,1661,12.4,4812,257,128,237291,38126,19,399,2784,1536,74,45463,0,0,0,31072,1,9,4812,0,0,0.6,0.070257611,3416,1366,0,4421,3,610,5,11047,192150,18,1,0
1082,160149,10182,6052,0,0,17799,14822,8.5,2.6,1661,12.4,4762,257,128,237291,38126,19,398,2790,1537,18,45424,0,0,0,31025,1,9,4762,0,0,0.6,0.070257611,3365,1367,0,4436,3,610,5,11047,192150,24,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4643,312921,32525,3161,0,89.3,49487,16864,5.1,0.6,5178,9.8,5014,144,113,498793,83596,140,209,2258,1861,546,92664,91.1,22953,82.1,44049,1,106,4202,21,791,0.5,0,4992,22,0,150,3,0,1,20551,90,35,3,0
4643,312921,32525,3161,0,89.3,49487,16864,5.1,0.6,5178,9.8,5033,144,113,498793,83596,141,209,2273,1864,546,92664,91.1,22953,82.1,44231,1,106,4221,21,791,0.5,0.13626141,5009,24,0,180,3,0,1,20551,680310,38,3,2
5054,311126,32486,4296,0,89.5,48781,16285,5,0.9,5457,9.1,5747,213,164,500083,83637,140,228,2675,2066,638,97644,91.3,23192,82,50617,1,104,4743,23,981,0.5,0.370254485,5724,23,0,155,3,0,1,19748,95880,63,5,0
5034,309414,32319,4264,0,89.3,48447,16291,5,0.9,5444,9.1,5287,213,164,497936,83157,140,215,2221,2072,639,97119,91.1,23071,81.7,42114,1,107,4275,23,989,0.5,0.303792164,5252,35,0,215,3,0,1,19600,47730,77,5,0
5019,307833,32237,4241,0,89.2,48274,16257,5,0.9,5413,9.1,5284,211,163,495529,82908,140,214,2207,2080,643,96816,91,22983,81.6,42054,1,105,4271,23,990,0.5,0.222949797,5251,33,0,195,3,0,1,19514,128280,77,5,0
5007,305764,32121,4446,0,89.2,48048,16308,5.1,0.9,5381,9.1,5317,217,167,492605,82462,140,218,2243,2074,642,96333,91,22810,81.6,41982,1,106,4305,22,990,0.5,0.210196611,5287,30,0,150,3,0,1,19403,264990,75,5,0
4969,305212,32257,4402,0,88.6,48141,16422,5.1,0.9,5284,9.3,5958,215,163,490091,82212,142,258,2445,2475,638,95471,90.3,22612,81.4,50633,1,99,4947,4,1007,0.6,0.193459852,5854,97,0,605,4,15,4,19404,298770,67,5,0
4925,302197,31971,4575,0,89.2,47716,16381,5.1,0.9,5221,9.3,6127,221,169,485389,81894,165,225,2455,2643,639,95489,91,22650,81.6,50420,1,116,5104,4,1019,0.6,0.160775807,6024,96,0,590,4,15,4,19272,235110,76,1,0
4880,300742,31878,4959,0,89,47622,16287,5.1,1,5179,9.4,6089,226,180,482433,81097,168,135,2372,2774,640,93916,90.8,22355,81.5,43090,1,123,5066,4,1019,0.5,0.335675802,5989,93,0,545,4,15,4,19226,426900,93,1,2
